channel,process,systematic,bin,sum_w,sum_ww
controlregion,wjets,jesDown,13,11622.621009357932,8501.813778536623
controlregion,wjets,jesDown,14,9879.483878934372,7226.728988162605
controlregion,wjets,jesDown,15,8451.618298327243,6182.2617154768795
controlregion,wjets,jesDown,16,7132.744506403751,5217.520684404973
controlregion,wjets,jesDown,17,6059.650855404438,4432.565003549461
controlregion,wjets,jesDown,18,5111.64174041118,3739.1072241433644
controlregion,wjets,jesDown,19,4277.744833704147,3129.121214480595
controlregion,wjets,jesDown,20,0.0,0.0
controlregion,wjets,jesUp,0,735.8774457432236,538.2858997550408
controlregion,wjets,jesUp,1,3933.213743301504,2877.1006789093976
controlregion,wjets,jesUp,2,9725.871290856761,7114.363144277358
controlregion,wjets,jesUp,3,16786.929922824293,12279.446434869214
controlregion,wjets,jesUp,4,22611.041476509727,16539.717144461298
controlregion,wjets,jesUp,5,26068.78768528529,19069.018782773503
controlregion,wjets,jesUp,6,26830.26722904145,19626.032323176085
controlregion,wjets,jesUp,7,25984.666506099933,19007.485106360153
controlregion,wjets,jesUp,8,24219.584720236715,17716.348052573954
controlregion,wjets,jesUp,9,21509.419773438858,15733.893521169954
controlregion,wjets,jesUp,10,18930.1912707643,13847.217494791948
controlregion,wjets,jesUp,11,16574.79825357426,12124.27455521816
controlregion,wjets,jesUp,12,14302.794927054922,10462.330216610648
controlregion,wjets,jesUp,13,12207.811821082165,8929.874136194707
controlregion,wjets,jesUp,14,10450.776408880154,7644.622912326309
controlregion,wjets,jesUp,15,8952.687930866117,6548.788396721614
controlregion,wjets,jesUp,16,7604.554598356414,5562.644347766803
controlregion,wjets,jesUp,17,6512.4422459760635,4763.776705287403
controlregion,wjets,jesUp,18,5530.053170794006,4045.1703798688945
controlregion,wjets,jesUp,19,4619.349970048168,3379.0014482635015
controlregion,wjets,jesUp,20,0.0,0.0
controlregion,wjets,nominal,0,861.6934702639338,630.3188766515289
controlregion,wjets,nominal,1,4331.874983788638,3168.7167975639677
controlregion,wjets,nominal,2,10514.415909655165,7691.174476221626
controlregion,wjets,nominal,3,17772.976440579627,13000.728137523087
controlregion,wjets,nominal,4,23503.457464389183,17192.509189889875
controlregion,wjets,nominal,5,26672.997198390563,19510.991102055472
controlregion,wjets,nominal,6,27173.335342414783,19876.982707853134
controlregion,wjets,nominal,7,26076.8340589465,19074.9046126913
controlregion,wjets,nominal,8,23994.286257722884,17551.544814875593
controlregion,wjets,nominal,9,21294.3621501302,15576.581339730608
controlregion,wjets,nominal,10,18676.36475617891,13661.546314657755
