channel,process,systematic,bin,sum_w,sum_ww
controlregion,wjets,jesDown,7,503.70857603677865,328.23069802457854
controlregion,wjets,jesDown,8,327.7689699178521,213.5834943161229
controlregion,wjets,jesDown,9,243.057307712443,158.3829888268665
controlregion,wjets,jesDown,10,153.78424831135803,100.21014842665012
controlregion,wjets,jesDown,11,104.9121355005451,68.36370295207911
controlregion,wjets,jesDown,12,89.9246875718958,58.59745967321066
controlregion,wjets,jesDown,13,53.43351000648881,34.81878038553097
controlregion,wjets,jesDown,14,31.278152198920278,20.381725103725447
controlregion,wjets,jesDown,15,29.9748958572986,19.53248655773689
controlregion,wjets,jesDown,16,26.065126832433563,16.984770919771208
controlregion,wjets,jesDown,17,15.639076099460139,10.190862551862724
controlregion,wjets,jesDown,18,10.426050732973426,6.793908367908482
controlregion,wjets,jesDown,19,0.0,0.0
controlregion,wjets,jesUp,0,13953.314021572498,9092.37249262652
controlregion,wjets,jesUp,1,8333.02104832901,5430.031263050854
controlregion,wjets,jesUp,2,5147.210921234819,3354.0676373818187
controlregion,wjets,jesUp,3,3099.1435803763507,2019.4892623607964
controlregion,wjets,jesUp,4,1962.0524223114367,1278.5286309857775
controlregion,wjets,jesUp,5,1240.7000372238376,808.4750957811094
controlregion,wjets,jesUp,6,802.154278268143,522.7063250559588
controlregion,wjets,jesUp,7,538.2448690897531,350.7355194932754
controlregion,wjets,jesUp,8,369.47317284974577,240.75912778775685
controlregion,wjets,jesUp,9,257.39312747028146,167.72461283274066
controlregion,wjets,jesUp,10,174.63634977730487,113.79796516246708
controlregion,wjets,jesUp,11,121.20283977081608,78.97918477693611
controlregion,wjets,jesUp,12,89.27305940108496,58.17284040021638
controlregion,wjets,jesUp,13,63.85956073946223,41.61268875343946
controlregion,wjets,jesUp,14,46.26560012756958,30.14796838259389
controlregion,wjets,jesUp,15,26.716755003244405,17.409390192765485
controlregion,wjets,jesUp,16,26.065126832433563,16.984770919771208
controlregion,wjets,jesUp,17,20.852101465946852,13.587816735816965
controlregion,wjets,jesUp,18,10.426050732973426,6.793908367908482
controlregion,wjets,jesUp,19,0.0,0.0
controlregion,wjets,nominal,0,13355.119360768147,8702.572000017772
controlregion,wjets,nominal,1,8035.2269742684575,5235.980255292468
controlregion,wjets,nominal,2,4898.940588155889,3192.287694370998
controlregion,wjets,nominal,3,2986.4119068260757,1946.0301281327859
controlregion,wjets,nominal,4,1842.804467053053,1200.8233040278242
controlregion,wjets,nominal,5,1197.6925779503224,780.4502237634869
controlregion,wjets,nominal,6,759.7984471654385,495.10607231133065
controlregion,wjets,nominal,7,519.3476521362388,338.42156057644127
controlregion,wjets,nominal,8,355.1373530919073,231.4175037818827
controlregion,wjets,nominal,9,246.3154485664972,160.50608519183788
controlregion,wjets,nominal,10,164.21029904433146,107.0040567945586
controlregion,wjets,nominal,11,109.47353269622097,71.33603786303907
controlregion,wjets,nominal,12,97.09259745081503,63.26827167614774
controlregion,wjets,nominal,13,53.43351000648881,34.81878038553097
controlregion,wjets,nominal,14,39.74931841946119,25.90177565265109
controlregion,wjets,nominal,15,28.671639515676922,18.683248011748326
controlregion,wjets,nominal,16,26.065126832433563,16.984770919771208
controlregion,wjets,nominal,17,16.942332441081817,11.040101097851284
controlregion,wjets,nominal,18,9.774422562162586,6.369289094914202
controlregion,wjets,nominal,19,0.0,0.0
signalregion,data,nominal,0,2196.0,2196.0
signalregion,data,nominal,1,1272.0,1272.0
signalregion,data,nominal,2,744.0,744.0
signalregion,data,nominal,3,448.0,448.0
signalregion,data,nominal,4,282.0,282.0
signalregion,data,nominal,5,170.0,170.0
signalregion,data,nominal,6,146.0,146.0
signalregion,data,nominal,7,83.0,83.0
signalregion,data,nominal,8,60.0,60.0
signalregion,data,nominal,9,42.0,42.0
signalregion,data,nominal,10,26.0,26.0
signalregion,data,nominal,11,18.0,18.0
signalregion,data,nominal,12,20.0,20.0
signalregion,data,nominal,13,10.0,10.0
signalregion,data,nominal,14,7.0,7.0
signalregion,data,nominal,15,3.0,3.0
signalregion,data,nominal,16,3.0,3.0
signalregion,data,nominal,17,3.0,3.0
signalregion,data,nominal,18,2.0,2.0
signalregion,data,nominal,19,0.0,0.0
signalregion,single_atop_t_chan,jesDown,0,29.71151835374356,0.9765202686779211
signalregion,single_atop_t_chan,jesDown,1,20.968969811602204,0.6891813400625151
signalregion,single_atop_t_chan,jesDown,2,12.0949543740903,0.3975215253025165
signalregion,single_atop_t_chan,jesDown,3,6.474744596999426,0.21280364262118412
signalregion,single_atop_t_chan,jesDown,4,4.568474614126499,0.15015079352459185
signalregion,single_atop_t_chan,jesDown,5,3.5167394511621253,0.11558370436785127
